invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I125641,C110152,Male,44,Toys,3,107.52,Credit Card,22-05-2021,Kanyon
I125644,C901189,Female,21,Souvenir,4,46.92,Cash,23-05-2021,Mall of Istanbul
I125647,C876556,Male,48,Food & Beverage,1,5.23,Cash,09-04-2021,Kanyon
I125652,C172705,Female,30,Cosmetics,5,203.3,Cash,24-02-2022,Istinye Park
I125657,C107234,Male,68,Clothing,1,300.08,Cash,19-10-2021,Zorlu Center
I125660,C181571,Male,67,Toys,4,143.36,Cash,19-02-2022,Metropol AVM
I125672,C234946,Female,69,Clothing,2,600.16,Credit Card,03-09-2022,Viaport Outlet
I125680,C133801,Female,30,Shoes,3,1800.51,Credit Card,12-07-2022,Mall of Istanbul
I125682,C385704,Female,59,Clothing,3,900.24,Cash,21-04-2021,Kanyon
I125684,C304946,Male,45,Cosmetics,4,162.64,Cash,29-05-2022,Kanyon
I125686,C641192,Female,41,Clothing,1,300.08,Debit Card,16-10-2021,Metrocity
I125687,C151402,Male,64,Books,4,60.6,Debit Card,11-04-2022,Istinye Park
I125690,C197552,Female,33,Souvenir,5,58.65,Credit Card,22-07-2022,Kanyon
I125697,C298926,Male,47,Shoes,2,1200.34,Cash,25-04-2021,Metrocity
I125700,C244973,Male,49,Shoes,5,3000.85,Credit Card,10-06-2022,Forum Istanbul
I125701,C282390,Female,38,Souvenir,3,35.19,Cash,12-01-2022,Metropol AVM
I125704,C176047,Male,23,Clothing,1,300.08,Credit Card,15-02-2023,Zorlu Center
I125712,C129300,Female,23,Clothing,4,1200.32,Credit Card,01-08-2021,Mall of Istanbul
I125720,C247079,Female,50,Clothing,5,1500.4,Cash,23-07-2021,Metrocity
I125721,C177304,Female,56,Clothing,4,1200.32,Debit Card,24-03-2021,Metrocity
I125723,C102250,Male,24,Food & Beverage,4,20.92,Cash,14-08-2022,Mall of Istanbul
I125725,C901628,Male,22,Technology,3,3150,Cash,01-01-2022,Mall of Istanbul
I125726,C298715,Female,61,Shoes,1,600.17,Debit Card,24-03-2022,Mall of Istanbul
I125734,C238361,Male,49,Shoes,5,3000.85,Cash,04-10-2021,Kanyon
I125735,C343191,Female,59,Food & Beverage,3,15.69,Cash,31-03-2022,Kanyon
I125736,C295277,Male,18,Souvenir,5,58.65,Debit Card,05-02-2021,Metrocity
I125738,C864564,Male,50,Food & Beverage,5,26.15,Cash,01-12-2022,Emaar Square Mall
I125739,C197212,Male,62,Cosmetics,1,40.66,Credit Card,23-05-2021,Metrocity
I125740,C305953,Male,51,Food & Beverage,3,15.69,Cash,21-02-2023,Istinye Park
I125741,C319128,Female,66,Shoes,1,600.17,Debit Card,25-01-2023,Istinye Park
I125745,C327532,Male,48,Food & Beverage,1,5.23,Cash,13-01-2023,Metrocity
I125746,C317968,Female,57,Toys,1,35.84,Cash,18-06-2022,Viaport Outlet
I125747,C167477,Female,20,Clothing,3,900.24,Debit Card,02-11-2022,Emaar Square Mall
I125752,C780021,Male,67,Clothing,3,900.24,Cash,08-07-2022,Metrocity
I125754,C169792,Female,20,Clothing,4,1200.32,Cash,19-03-2022,Forum Istanbul
I125755,C335387,Female,64,Clothing,3,900.24,Cash,01-01-2022,Istinye Park
I125770,C326145,Male,57,Food & Beverage,5,26.15,Cash,28-03-2021,Kanyon
I125773,C154231,Male,28,Books,3,45.45,Credit Card,07-12-2022,Emaar Square Mall
I125783,C252355,Male,59,Clothing,2,600.16,Debit Card,13-09-2022,Viaport Outlet
I125784,C322515,Female,27,Souvenir,1,11.73,Credit Card,08-12-2021,Metropol AVM
I125786,C161245,Female,19,Cosmetics,5,203.3,Debit Card,09-01-2022,Kanyon
I125787,C107060,Male,23,Cosmetics,5,203.3,Cash,11-01-2022,Zorlu Center
I125788,C872570,Male,62,Clothing,3,900.24,Debit Card,18-01-2022,Metrocity
I125794,C299061,Male,53,Souvenir,4,46.92,Cash,09-02-2022,Cevahir AVM
I125797,C295981,Female,54,Books,4,60.6,Cash,19-06-2022,Mall of Istanbul
I125802,C234259,Female,51,Food & Beverage,2,10.46,Cash,16-06-2022,Kanyon
I125803,C780116,Male,50,Cosmetics,3,121.98,Debit Card,06-01-2023,Viaport Outlet
I125805,C245223,Female,30,Food & Beverage,5,26.15,Credit Card,06-04-2022,Kanyon
I125806,C304939,Female,34,Souvenir,4,46.92,Credit Card,21-10-2022,Kanyon
I125807,C101472,Female,57,Cosmetics,1,40.66,Credit Card,04-07-2021,Mall of Istanbul
I125815,C171524,Male,29,Clothing,5,1500.4,Credit Card,03-01-2021,Viaport Outlet
I125819,C192711,Female,55,Clothing,3,900.24,Cash,03-01-2021,Kanyon
I125820,C163128,Female,54,Cosmetics,2,81.32,Cash,22-03-2021,Istinye Park
I125822,C120825,Male,63,Clothing,1,300.08,Cash,05-03-2021,Kanyon
I125824,C287979,Female,59,Shoes,1,600.17,Credit Card,27-10-2022,Viaport Outlet
I125825,C194338,Female,69,Food & Beverage,1,5.23,Cash,29-04-2021,Metrocity
I125826,C297331,Female,25,Clothing,3,900.24,Cash,15-09-2022,Mall of Istanbul
I125830,C114893,Female,19,Clothing,1,300.08,Cash,25-07-2022,Zorlu Center
I125839,C213851,Female,67,Cosmetics,1,40.66,Cash,13-07-2022,Mall of Istanbul
I125842,C474900,Male,32,Clothing,3,900.24,Cash,09-02-2023,Mall of Istanbul
I125851,C327819,Male,43,Shoes,5,3000.85,Cash,15-03-2022,Forum Istanbul
I125852,C229460,Male,32,Clothing,1,300.08,Credit Card,04-02-2023,Kanyon
I125856,C129138,Male,20,Shoes,5,3000.85,Cash,30-03-2021,Mall of Istanbul
I125863,C150896,Male,18,Technology,5,5250,Cash,19-10-2022,Zorlu Center
I125866,C268558,Female,37,Toys,1,35.84,Credit Card,31-01-2022,Istinye Park
I125868,C308770,Male,31,Shoes,4,2400.68,Debit Card,12-03-2022,Istinye Park
I125870,C263781,Male,53,Food & Beverage,1,5.23,Cash,22-10-2022,Emaar Square Mall
I125871,C109369,Male,45,Clothing,2,600.16,Cash,02-05-2021,Metrocity
I125872,C151851,Female,68,Food & Beverage,1,5.23,Credit Card,29-11-2022,Mall of Istanbul
I125875,C304200,Male,39,Clothing,2,600.16,Cash,26-10-2022,Kanyon
I125877,C312294,Male,51,Cosmetics,4,162.64,Debit Card,11-02-2021,Kanyon
I125886,C331920,Male,18,Clothing,2,600.16,Cash,10-11-2021,Istinye Park
I125889,C205343,Female,23,Shoes,5,3000.85,Cash,08-07-2022,Forum Istanbul
I125901,C303713,Female,43,Clothing,5,1500.4,Cash,25-03-2022,Metropol AVM
I125904,C598875,Female,59,Toys,3,107.52,Credit Card,10-12-2022,Kanyon
I125915,C251731,Female,69,Clothing,5,1500.4,Cash,16-11-2021,Metrocity
I125917,C203632,Female,55,Souvenir,3,35.19,Debit Card,10-08-2021,Metrocity
I125919,C169616,Female,31,Shoes,5,3000.85,Credit Card,10-01-2022,Kanyon
I125921,C248895,Female,43,Cosmetics,3,121.98,Cash,01-11-2022,Cevahir AVM
I125926,C363578,Female,34,Toys,1,35.84,Credit Card,13-09-2022,Kanyon
I125930,C235153,Female,31,Clothing,2,600.16,Cash,25-06-2021,Metrocity
I125933,C328808,Male,60,Clothing,1,300.08,Cash,23-07-2021,Kanyon
I125936,C165224,Female,41,Cosmetics,2,81.32,Debit Card,04-04-2021,Kanyon
I125937,C126247,Male,40,Clothing,5,1500.4,Credit Card,03-03-2023,Mall of Istanbul
I125944,C295412,Female,39,Souvenir,2,23.46,Debit Card,02-05-2021,Zorlu Center
I125951,C603420,Male,38,Clothing,1,300.08,Debit Card,24-03-2021,Metrocity
I125955,C127765,Male,55,Clothing,5,1500.4,Credit Card,03-10-2021,Istinye Park
I125956,C103650,Female,33,Food & Beverage,2,10.46,Debit Card,03-07-2022,Kanyon
I125963,C138689,Female,22,Clothing,5,1500.4,Cash,03-10-2021,Mall of Istanbul
I125966,C721038,Male,55,Clothing,1,300.08,Debit Card,21-05-2022,Kanyon
I125967,C159310,Female,67,Cosmetics,2,81.32,Credit Card,07-12-2021,Mall of Istanbul
I125968,C727693,Female,36,Books,4,60.6,Cash,21-02-2022,Mall of Istanbul
I125969,C325388,Male,68,Cosmetics,1,40.66,Debit Card,07-04-2022,Mall of Istanbul
I125974,C916162,Female,51,Food & Beverage,4,20.92,Debit Card,30-09-2021,Mall of Istanbul
I125975,C255841,Female,27,Clothing,1,300.08,Cash,21-04-2022,Zorlu Center
I125978,C453449,Female,37,Books,5,75.75,Debit Card,28-02-2021,Forum Istanbul
I125980,C100420,Female,53,Clothing,4,1200.32,Cash,28-02-2022,Mall of Istanbul
I125981,C288834,Male,61,Shoes,5,3000.85,Cash,02-12-2021,Istinye Park
I125985,C528310,Female,38,Clothing,5,1500.4,Cash,18-10-2021,Forum Istanbul
I125990,C211129,Male,24,Food & Beverage,1,5.23,Credit Card,28-05-2021,Metrocity
I125993,C857366,Male,49,Clothing,4,1200.32,Credit Card,08-11-2022,Kanyon
I125995,C339224,Male,36,Shoes,3,1800.51,Cash,03-10-2022,Metrocity
I125996,C155847,Male,27,Toys,1,35.84,Cash,20-02-2022,Metrocity
I125999,C141196,Female,46,Clothing,5,1500.4,Cash,18-12-2022,Kanyon
I126005,C132034,Male,39,Cosmetics,3,121.98,Cash,14-07-2021,Mall of Istanbul
I126009,C534951,Male,49,Clothing,2,600.16,Cash,21-05-2021,Metrocity
I126015,C797956,Male,64,Clothing,1,300.08,Credit Card,09-10-2022,Mall of Istanbul
I126017,C963104,Male,36,Food & Beverage,2,10.46,Cash,30-12-2021,Mall of Istanbul
I126018,C236712,Male,42,Food & Beverage,3,15.69,Cash,02-04-2021,Forum Istanbul
I126021,C337606,Female,18,Cosmetics,2,81.32,Credit Card,08-05-2021,Mall of Istanbul
I126026,C237059,Female,46,Toys,4,143.36,Cash,08-10-2022,Zorlu Center
I126027,C140697,Female,56,Cosmetics,5,203.3,Credit Card,17-03-2022,Metropol AVM
I126035,C190977,Female,43,Cosmetics,1,40.66,Credit Card,30-04-2022,Istinye Park
I126042,C312639,Female,25,Clothing,2,600.16,Credit Card,18-11-2021,Mall of Istanbul
I126044,C116496,Female,56,Clothing,4,1200.32,Cash,29-09-2021,Istinye Park
I126046,C181602,Female,63,Books,2,30.3,Cash,28-05-2022,Kanyon
I126056,C650109,Female,40,Clothing,2,600.16,Cash,11-06-2022,Forum Istanbul
I126057,C652982,Male,24,Clothing,5,1500.4,Debit Card,20-12-2021,Metrocity
I126058,C287975,Female,33,Books,3,45.45,Credit Card,26-02-2022,Mall of Istanbul
I126059,C461549,Male,34,Shoes,4,2400.68,Credit Card,16-04-2021,Mall of Istanbul
I126063,C213016,Male,53,Shoes,2,1200.34,Debit Card,09-03-2022,Zorlu Center
I126065,C973780,Female,35,Toys,4,143.36,Cash,23-07-2021,Zorlu Center
I126067,C109310,Male,53,Clothing,2,600.16,Cash,26-12-2021,Kanyon
I126069,C249216,Male,67,Clothing,3,900.24,Debit Card,21-04-2021,Istinye Park
I126072,C268769,Female,46,Technology,5,5250,Credit Card,15-02-2021,Mall of Istanbul
I126080,C201283,Female,51,Books,2,30.3,Cash,08-10-2022,Forum Istanbul
I126083,C263068,Female,62,Souvenir,5,58.65,Cash,05-11-2022,Istinye Park
I126085,C139048,Female,45,Shoes,1,600.17,Credit Card,27-11-2022,Metrocity
I126087,C129912,Female,44,Shoes,3,1800.51,Cash,21-10-2021,Mall of Istanbul
I126093,C603137,Male,20,Clothing,1,300.08,Cash,25-02-2021,Viaport Outlet
I126094,C322864,Male,38,Clothing,4,1200.32,Cash,11-09-2021,Metropol AVM
I126095,C197131,Male,23,Food & Beverage,5,26.15,Credit Card,24-03-2022,Metropol AVM
I126099,C258066,Female,58,Clothing,4,1200.32,Cash,12-08-2021,Forum Istanbul
I126100,C325845,Male,22,Shoes,4,2400.68,Debit Card,26-12-2021,Cevahir AVM
I126102,C271151,Male,21,Clothing,2,600.16,Cash,04-09-2022,Kanyon
I126103,C293130,Female,52,Cosmetics,2,81.32,Cash,19-10-2022,Viaport Outlet
I126110,C263348,Female,51,Food & Beverage,2,10.46,Cash,20-10-2021,Kanyon
I126111,C139820,Male,26,Clothing,4,1200.32,Cash,07-07-2022,Viaport Outlet
I126116,C225747,Male,60,Toys,5,179.2,Cash,15-09-2021,Mall of Istanbul
I126119,C237982,Female,48,Clothing,3,900.24,Cash,24-07-2021,Forum Istanbul
I126120,C264338,Female,69,Food & Beverage,5,26.15,Debit Card,12-05-2022,Istinye Park
I126124,C194486,Female,62,Souvenir,2,23.46,Credit Card,10-12-2022,Metropol AVM
I126125,C190064,Male,21,Food & Beverage,2,10.46,Credit Card,30-12-2022,Cevahir AVM
I126126,C101278,Female,59,Clothing,3,900.24,Cash,19-01-2023,Metrocity
I126130,C187353,Male,59,Books,1,15.15,Credit Card,09-11-2021,Kanyon
I126131,C134179,Female,38,Technology,5,5250,Credit Card,20-06-2021,Kanyon
I126132,C143422,Female,62,Books,3,45.45,Credit Card,06-05-2022,Mall of Istanbul
I126147,C144699,Female,46,Shoes,1,600.17,Cash,02-04-2021,Mall of Istanbul
I126149,C323643,Female,61,Shoes,2,1200.34,Cash,22-12-2022,Kanyon
I126150,C682804,Female,52,Food & Beverage,3,15.69,Cash,23-07-2021,Istinye Park
I126153,C575740,Male,21,Souvenir,4,46.92,Debit Card,11-05-2022,Kanyon
I126154,C335403,Female,66,Cosmetics,4,162.64,Credit Card,20-10-2021,Kanyon
I126160,C145665,Female,19,Shoes,1,600.17,Debit Card,08-01-2022,Istinye Park
I126162,C182616,Male,23,Books,3,45.45,Credit Card,16-01-2021,Mall of Istanbul
I126168,C198969,Male,30,Shoes,5,3000.85,Credit Card,10-02-2023,Cevahir AVM
I126174,C193688,Male,61,Clothing,5,1500.4,Credit Card,08-04-2022,Kanyon
I126178,C144924,Female,69,Clothing,5,1500.4,Credit Card,17-08-2022,Metrocity
I126179,C769736,Male,21,Shoes,3,1800.51,Credit Card,20-06-2021,Metropol AVM
I126182,C100364,Female,57,Clothing,5,1500.4,Cash,06-02-2022,Istinye Park
I126190,C145048,Female,21,Souvenir,2,23.46,Credit Card,03-05-2022,Zorlu Center
I126191,C308422,Female,39,Clothing,4,1200.32,Cash,03-10-2021,Metrocity
I126192,C209623,Female,48,Souvenir,4,46.92,Cash,17-11-2022,Viaport Outlet
I126193,C201677,Female,43,Clothing,4,1200.32,Cash,11-12-2021,Emaar Square Mall
I126194,C230812,Female,58,Shoes,4,2400.68,Cash,02-01-2021,Mall of Istanbul
I126195,C258854,Female,62,Shoes,3,1800.51,Credit Card,29-12-2022,Mall of Istanbul
I126198,C238407,Female,41,Clothing,2,600.16,Cash,26-01-2022,Istinye Park
I126200,C222423,Female,65,Cosmetics,1,40.66,Cash,25-09-2021,Mall of Istanbul
I126202,C534843,Female,19,Clothing,4,1200.32,Debit Card,24-12-2022,Istinye Park
I126203,C111661,Female,46,Food & Beverage,4,20.92,Credit Card,01-06-2022,Kanyon
I126205,C111240,Male,55,Souvenir,4,46.92,Credit Card,08-02-2022,Mall of Istanbul
I126211,C134373,Female,61,Clothing,4,1200.32,Credit Card,22-02-2023,Kanyon
I126212,C202482,Male,43,Clothing,4,1200.32,Credit Card,13-02-2021,Mall of Istanbul
I126221,C777800,Male,56,Food & Beverage,5,26.15,Debit Card,10-08-2021,Istinye Park
I126222,C572073,Male,42,Clothing,2,600.16,Cash,26-09-2022,Metrocity
I126224,C249918,Male,58,Souvenir,1,11.73,Cash,03-08-2022,Istinye Park
I126227,C339112,Female,60,Technology,3,3150,Cash,03-09-2021,Mall of Istanbul
I126236,C301472,Male,47,Toys,4,143.36,Cash,13-11-2022,Kanyon
I126239,C136572,Female,42,Clothing,2,600.16,Cash,30-03-2021,Metropol AVM
I126240,C323582,Male,18,Clothing,1,300.08,Credit Card,07-11-2021,Metropol AVM
I126250,C273624,Female,58,Toys,2,71.68,Credit Card,02-05-2022,Kanyon
I126251,C273214,Female,41,Clothing,4,1200.32,Credit Card,26-02-2021,Kanyon
I126253,C732384,Male,24,Clothing,5,1500.4,Debit Card,02-02-2021,Metrocity
I126255,C311213,Male,42,Souvenir,1,11.73,Cash,20-11-2021,Istinye Park
I126256,C322563,Female,53,Food & Beverage,3,15.69,Debit Card,24-08-2021,Viaport Outlet
I126257,C299511,Male,66,Clothing,4,1200.32,Debit Card,09-04-2022,Viaport Outlet
I126259,C210207,Male,18,Clothing,4,1200.32,Cash,21-01-2021,Metrocity
I126263,C833017,Female,48,Clothing,5,1500.4,Cash,14-04-2021,Kanyon
I126264,C484895,Male,50,Clothing,5,1500.4,Cash,23-06-2022,Cevahir AVM
I126267,C173529,Male,28,Food & Beverage,4,20.92,Cash,09-04-2021,Metrocity
I126277,C672982,Female,46,Cosmetics,3,121.98,Cash,07-05-2021,Viaport Outlet
I126279,C722003,Male,65,Clothing,3,900.24,Cash,29-12-2022,Forum Istanbul
I126282,C270133,Male,49,Shoes,2,1200.34,Cash,17-10-2022,Zorlu Center
I126286,C566105,Female,47,Clothing,4,1200.32,Cash,14-06-2021,Kanyon
I126300,C323200,Female,38,Technology,4,4200,Credit Card,27-10-2022,Istinye Park
I126305,C265073,Male,34,Clothing,4,1200.32,Cash,15-01-2021,Kanyon
I126306,C298156,Male,69,Shoes,1,600.17,Cash,09-05-2022,Kanyon
I126309,C920901,Male,35,Shoes,2,1200.34,Debit Card,08-01-2022,Istinye Park
I126315,C282543,Male,33,Clothing,1,300.08,Credit Card,03-05-2021,Kanyon
I126316,C610851,Female,20,Cosmetics,1,40.66,Credit Card,05-08-2022,Metrocity
I126318,C826357,Male,59,Food & Beverage,5,26.15,Debit Card,12-02-2022,Istinye Park
I126322,C318387,Male,38,Food & Beverage,2,10.46,Cash,09-02-2022,Istinye Park
I126326,C317821,Male,21,Shoes,1,600.17,Cash,21-09-2022,Mall of Istanbul
I126334,C323534,Female,19,Clothing,3,900.24,Debit Card,16-09-2022,Mall of Istanbul
I126335,C251751,Female,47,Clothing,5,1500.4,Credit Card,29-04-2022,Mall of Istanbul
I126336,C543215,Male,69,Food & Beverage,2,10.46,Credit Card,02-04-2022,Metropol AVM
I126337,C202721,Female,25,Shoes,2,1200.34,Credit Card,15-07-2022,Metropol AVM
I126339,C145149,Female,62,Shoes,4,2400.68,Cash,21-09-2022,Kanyon
I126340,C253883,Male,42,Shoes,5,3000.85,Credit Card,18-02-2022,Metrocity
I126342,C302663,Female,56,Food & Beverage,3,15.69,Cash,09-11-2021,Metrocity
I126345,C115515,Female,41,Food & Beverage,4,20.92,Cash,26-04-2021,Kanyon
I126346,C190451,Female,37,Cosmetics,4,162.64,Cash,14-01-2023,Mall of Istanbul
I126348,C182745,Male,41,Cosmetics,3,121.98,Credit Card,23-05-2022,Viaport Outlet
I126351,C152727,Male,58,Clothing,3,900.24,Credit Card,18-11-2022,Kanyon
I126353,C265093,Female,20,Toys,4,143.36,Debit Card,04-03-2022,Metrocity
I126354,C144009,Male,68,Clothing,3,900.24,Debit Card,31-08-2021,Istinye Park
I126357,C191955,Female,56,Clothing,1,300.08,Cash,30-04-2021,Viaport Outlet
I126361,C214691,Female,62,Shoes,2,1200.34,Credit Card,11-07-2022,Mall of Istanbul
I126364,C153469,Female,29,Cosmetics,4,162.64,Cash,25-04-2022,Cevahir AVM
I126370,C169790,Female,49,Clothing,2,600.16,Debit Card,02-08-2022,Viaport Outlet
I126373,C280568,Male,63,Cosmetics,5,203.3,Credit Card,01-03-2022,Viaport Outlet
I126377,C940099,Male,27,Cosmetics,2,81.32,Credit Card,05-04-2021,Metrocity
I126385,C131047,Male,57,Clothing,1,300.08,Credit Card,06-07-2022,Forum Istanbul
I126386,C258799,Female,64,Souvenir,1,11.73,Cash,12-01-2023,Metropol AVM
I126387,C185962,Female,56,Shoes,3,1800.51,Credit Card,12-09-2021,Kanyon
I126388,C759862,Male,46,Food & Beverage,2,10.46,Cash,19-01-2023,Viaport Outlet
I126391,C215522,Male,22,Clothing,1,300.08,Credit Card,26-08-2021,Kanyon
I126394,C282468,Female,69,Books,5,75.75,Debit Card,28-12-2021,Istinye Park
I126396,C213546,Female,50,Toys,2,71.68,Debit Card,25-02-2022,Metrocity
I126406,C148715,Female,44,Shoes,5,3000.85,Cash,11-01-2022,Kanyon
I126411,C371581,Male,19,Clothing,4,1200.32,Cash,09-07-2021,Metropol AVM
I126415,C617282,Male,69,Food & Beverage,5,26.15,Cash,21-04-2021,Emaar Square Mall
I126417,C201043,Male,18,Clothing,5,1500.4,Cash,28-02-2023,Cevahir AVM
I126419,C254975,Female,46,Technology,3,3150,Cash,19-09-2021,Kanyon
I126421,C743075,Male,53,Technology,4,4200,Cash,15-05-2021,Istinye Park
I126422,C250294,Female,42,Clothing,3,900.24,Cash,12-02-2022,Forum Istanbul
I126423,C316436,Female,49,Books,1,15.15,Credit Card,20-11-2022,Mall of Istanbul
I126427,C283023,Male,27,Clothing,3,900.24,Cash,10-07-2022,Mall of Istanbul
I126430,C132877,Female,21,Clothing,4,1200.32,Cash,23-07-2022,Kanyon
I126431,C316193,Female,25,Cosmetics,4,162.64,Cash,09-05-2021,Mall of Istanbul
I126432,C232438,Female,55,Cosmetics,1,40.66,Cash,04-10-2022,Forum Istanbul
I126442,C494959,Female,40,Food & Beverage,3,15.69,Debit Card,04-05-2022,Zorlu Center
I126443,C134028,Male,37,Food & Beverage,5,26.15,Credit Card,01-12-2022,Zorlu Center
I126452,C314228,Female,45,Clothing,4,1200.32,Debit Card,16-03-2022,Metropol AVM
I126454,C207655,Female,57,Clothing,4,1200.32,Cash,22-05-2022,Viaport Outlet
I126461,C128754,Female,50,Shoes,3,1800.51,Debit Card,19-03-2022,Mall of Istanbul
I126465,C136532,Male,43,Clothing,5,1500.4,Credit Card,02-10-2022,Forum Istanbul
I126472,C210268,Female,63,Shoes,4,2400.68,Cash,12-05-2022,Mall of Istanbul
I126478,C514432,Male,64,Books,5,75.75,Cash,25-06-2021,Kanyon
I126480,C163855,Female,24,Food & Beverage,5,26.15,Credit Card,14-09-2022,Kanyon
I126484,C232687,Female,59,Clothing,4,1200.32,Cash,23-02-2022,Kanyon
I126486,C334697,Male,68,Clothing,3,900.24,Cash,05-06-2021,Zorlu Center
I126489,C144454,Female,60,Clothing,3,900.24,Credit Card,06-03-2022,Emaar Square Mall
I126496,C533216,Female,56,Clothing,4,1200.32,Credit Card,12-09-2022,Viaport Outlet
I126498,C301259,Female,65,Cosmetics,4,162.64,Debit Card,02-06-2022,Emaar Square Mall
I126502,C136072,Male,63,Cosmetics,4,162.64,Credit Card,17-08-2022,Metrocity
I126522,C283315,Female,33,Cosmetics,3,121.98,Credit Card,04-12-2022,Metrocity
I126526,C227720,Female,64,Clothing,2,600.16,Credit Card,03-01-2023,Metrocity
I126537,C327565,Female,58,Cosmetics,2,81.32,Cash,02-09-2022,Metropol AVM
I126538,C204215,Female,55,Toys,4,143.36,Cash,27-06-2021,Mall of Istanbul
I126541,C303018,Female,26,Technology,5,5250,Credit Card,23-02-2021,Istinye Park
I126542,C235684,Female,24,Food & Beverage,5,26.15,Cash,04-02-2021,Viaport Outlet
I126547,C102767,Male,54,Technology,2,2100,Cash,25-05-2021,Kanyon
I126548,C226095,Female,41,Toys,2,71.68,Credit Card,14-10-2022,Forum Istanbul
I126551,C146355,Female,64,Clothing,5,1500.4,Debit Card,24-06-2022,Mall of Istanbul
I126553,C182037,Female,60,Clothing,5,1500.4,Debit Card,04-03-2023,Mall of Istanbul
I126555,C458158,Female,36,Clothing,3,900.24,Cash,13-12-2022,Mall of Istanbul
I126556,C123819,Male,18,Souvenir,2,23.46,Cash,07-03-2022,Metropol AVM
I126558,C355841,Female,52,Clothing,5,1500.4,Cash,27-08-2021,Mall of Istanbul
I126567,C145602,Female,57,Clothing,3,900.24,Credit Card,22-09-2022,Metrocity
I126571,C243452,Female,58,Clothing,3,900.24,Cash,25-02-2023,Viaport Outlet
I126575,C249886,Female,58,Toys,4,143.36,Cash,11-01-2023,Kanyon
I126577,C312589,Male,45,Clothing,3,900.24,Credit Card,14-02-2022,Metropol AVM
I126579,C179069,Female,36,Food & Beverage,2,10.46,Cash,03-07-2022,Kanyon
I126581,C112630,Male,55,Clothing,4,1200.32,Credit Card,14-10-2022,Metrocity
I126584,C329404,Male,26,Food & Beverage,3,15.69,Cash,05-08-2022,Metrocity
I126600,C341774,Female,43,Shoes,4,2400.68,Cash,06-02-2023,Mall of Istanbul
I126602,C894841,Female,44,Clothing,2,600.16,Cash,05-01-2023,Mall of Istanbul
I126610,C247973,Male,55,Souvenir,1,11.73,Credit Card,30-03-2022,Emaar Square Mall
I126615,C236447,Female,47,Food & Beverage,5,26.15,Cash,30-11-2022,Forum Istanbul
